Type;Name;Version;purl;Supplier;Website;Source;Description;Licenses;Direct Dependency of;SHA-512 Hash;BomRef;End of support date;Life cycle support
library;python_software_foundation/python;3.12.12;pkg:generic/python_software_foundation/python@3.12.12;Python Software Foundation;https://www.python.org/;https://github.com/python/cpython;Python is a programming language that lets you work more quickly and integrate your systems more effectively.;PSF-2.0;"python/attrs@23.2.0 ; python/beniget@0.4.2.post1 ; python/blinker@1.7.0 ; boost/boost@1.84.0 ; python/certifi@2024.2.2 ; python/cffi@1.16.0 ; python/chardet@5.2.0 ; python/click@8.1.7 ; python/cryptography@42.0.5 ; python/cycler@0.12.1 ; python/flask@3.0.2 ; python/fonttools@4.54.1 ; python/gast@0.5.4 ; python/grpc-interceptor@0.15.0 ; python/grpcio@1.62.0 ; python/idna@3.7 ; python/importlib_metadata@7.0.1 ; python/itsdangerous@2.1.2 ; jinja@3.1.6 ; jinja2@3.1.6 ; python/jsonpointer@2.4 ; python/jsonschema@4.21.1 ; python/jsonschema_specifications@2023.12.1 ; python/kiwisolver@1.4.5 ; libxml2@2.12.10 ; python/MarkupSafe@2.1.5 ; python/matplotlib@3.7.2 ; mongodb@4.4.29 ; python/more-itertools@10.2.0 ; nftables@1.0.9 ; opkg-utils@0.6.3 ; python/packaging@23.2 ; python/pathlib2@2.3.7 ; pillow@10.3.0 ; python/pip@24.0 ; python/ply@3.11 ; python/protobuf@4.25.8 ; python/pycparser@2.21 ; python/pycryptodomex@3.20.0 ; python/PyJWT@2.8.0 ; python/pymongo@4.6.1 ; python/pyOpenSSL@24.0.0 ; python/pyparsing@3.1.1 ; python/pyroute2@0.7.10 ; python/pyrsistent@0.20.0 ; python/PySocks@1.7.1 ; python3-numpy@1.26.4 ; python3-setuptools@69.1.1 ; python/python-dateutil@2.9.0 ; python/python-json-logger@2.0.7 ; python/pythran@0.16.1 ; python/pytz@2024.1 ; python/pyudev@0.24.1 ; python/pyzipper@0.3.6 ; qsblogger@git ; qsboost-asat@git ; qsboost-authservice@git ; qsboost-bts@git ; qsboost-das@git ; qsboost-ftu@git ; qsboost-lua-proxy@git ; qsboost-osmu@git ; qsboost-qiaidentity-proxy@git ; qsboost-rfg@git ; qsboost-spcu@git ; python/referencing@0.33.0 ; requests@2.32.4 ; python/rfc3339_validator@0.1.4 ; python/rfc3987@1.3.8 ; python/rpds_py@0.18.0 ; python/ruamel.yaml@0.18.6 ; python/scipy@1.14.1 ; python/setuptools@69.1.1 ; python/simplejson@3.19.2 ; python/six@1.16.0 ; urllib3@2.2.2 ; python/waitress@3.0.0 ; python/webcolors@1.13 ; python/werkzeug@3.0.6 ; python/zipp@3.17.0";;953ec928-c3a6-4e92-bab0-f6b1465d5e9f;;
library;python3-numpy;1.26.4;pkg:generic/python3-numpy@1.26.4;Travis E. Oliphant et al.;https://numpy.org;https://github.com/numpy/numpy;NumPy is the fundamental package needed for scientific computing with Python.;BSD-3-Clause & BSD-2-Clause & PSF-2.0 & Apache-2.0 & MIT;"python/matplotlib@3.7.2 ; python/scipy@1.14.1";;70b5c429-12ff-464e-9fa4-05954ca18bcd;;
library;python3-setuptools;69.1.1;pkg:generic/python3-setuptools@69.1.1;setuptools maintainers;https://setuptools.pypa.io/;https://github.com/pypa/setuptools;Download, build, install, upgrade, and uninstall Python packages.;MIT;"python/grpcio@1.62.0 ; python/kiwisolver@1.4.5 ; python/pip@24.0";;5acf4cd7-3874-426c-907d-5a56e93291a7;;
library;python/python-dateutil;2.9.0;pkg:generic/python/python-dateutil@2.9.0;Gustavo Niemeyer;https://github.com/dateutil/dateutil;https://github.com/dateutil/dateutil;The dateutil module provides powerful extensions to the datetime module available in the Python standard library.;BSD-3-Clause & Apache-2.0;python/matplotlib@3.7.2;;0c9d0b9f-b3f2-48f7-ba5b-e0a684dfe9be;;
library;python/python-json-logger;2.0.7;pkg:generic/python/python-json-logger@2.0.7;python-json-logger maintainers;https://nhairs.github.io/python-json-logger;https://github.com/nhairs/python-json-logger;This library is provided to allow standard python logging to output log data as json objects. With JSON we can make our logs more readable by machines and we can stop writing custom parsers for syslog type records..;BSD-2-Clause;;;742c08e6-d257-48c5-a515-5b71c622c103;;
library;python/pythran;0.16.1;pkg:generic/python/pythran@0.16.1;pythran maintainers;https://github.com/serge-sans-paille/pythran;https://github.com/serge-sans-paille/pythran;Ahead of Time compiler for numeric kernels.;BSD-3-Clause;python/scipy@1.14.1;;4d846d17-fd02-48cd-816f-3afd2e203180;;
library;python/pytz;2024.1;pkg:generic/python/pytz@2024.1;Stuart Bishop;http://pythonhosted.org/pytz;https://github.com/stub42/pytz;World timezone definitions, modern and historical.;MIT;python/matplotlib@3.7.2;;bbb4d269-fd99-4610-a6ba-042b83e85f22;;
library;python/pyudev;0.24.1;pkg:generic/python/pyudev@0.24.1;Sebastian Wiesner;http://github.com/pyudev/pyudev;http://github.com/pyudev/pyudev;A libudev binding.;LGPL-2.1-or-later;;;be07468b-36c0-4f7f-a738-982cd69efc66;;
library;python/pyzipper;0.3.6;pkg:generic/python/pyzipper@0.3.6;pyzipper maintainers;https://github.com/danifus/pyzipper;https://github.com/danifus/pyzipper;A replacement for Python's zipfile that can read and write AES encrypted zip files. Forked from Python 3.7's zipfile module, it features the same zipfile API from that time (most notably, lacking support for pathlib-compatible wrappers that were introduced in Python 3.8).;MIT;;;cf2a973e-2c38-4db7-886c-377f9da5e11b;;
library;qiaidentity;3.0.0.3;pkg:generic/qiaidentity@3.0.0.3;;;;It installs QIAIdentity package;CLOSED;"qsboost-authservice@git ; qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git ; qsboost-qiaidentity-proxy@git";;139467a8-f109-41d9-ad81-af9da096de92;;
library;qn-hybrid-crypt;1.0;pkg:generic/qn-hybrid-crypt@1.0;;;;Shell scripts for encrypting and decrypting directories using a hybrid RSA + AES scheme with Encrypt-then-MAC.;CLOSED;;;246cc7d1-e296-4d24-9b4d-3cbe867c138f;;
library;qsblogger;git;pkg:generic/qsblogger@git;;;;QSBoost python logger;CLOSED;"qsboost-asat@git ; qsboost-authservice@git ; qsboost-bts@git ; qsboost-das@git ; qsboost-ftu@git ; qsboost-lua-proxy@git ; qsboost-osmu@git ; qsboost-qiaidentity-proxy@git ; qsboost-rfg@git ; qsboost-spcu@git";;70341483-cb94-468d-ad17-44498f6d9255;;
library;qsboost-asat;git;pkg:generic/qsboost-asat@git;;;;QSBoost ASAT;CLOSED;;;6eb95515-59a6-485f-b885-32b02dcb0ae4;;
library;qsboost-authservice;git;pkg:generic/qsboost-authservice@git;;;;QSBoost AuthService;CLOSED;;;75553f00-b6b4-48ff-9870-a9b0c556b100;;
library;qsboost-bts;git;pkg:generic/qsboost-bts@git;;;;QSBoost BTS;CLOSED;;;60d145ec-3556-43da-bbae-956549279438;;
library;qsboost-core;git;pkg:generic/qsboost-core@git;;;;QSBoost Core application;CLOSED;qsboost-asat@git;;166cd400-eb6f-4feb-8fb0-b89ccbdf19e1;;
library;qsboost-critical-error;git;pkg:generic/qsboost-critical-error@git;;;;QSBoost Critical Error Service;CLOSED;;;add5d72b-4a6f-4c48-aadc-070d4c2c0191;;
library;qsboost-das;git;pkg:generic/qsboost-das@git;;;;QSBoost DAS;CLOSED;;;1bfac111-31f5-4217-82b1-84301ce4a702;;
library;qsboost-db;git;pkg:generic/qsboost-db@git;;;;QSBoost DB;CLOSED;"qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git ; qsboost-qiaidentity-proxy@git";;475ac1e0-64cf-4e47-90f9-7f1a53e6ee3d;;
library;qsboost-ftu;git;pkg:generic/qsboost-ftu@git;;;;QSBoost FTU;CLOSED;;;c9fc6280-f8bb-422b-837e-cd46f2e65b6c;;
library;qsboost-hal;git;pkg:generic/qsboost-hal@git;;;;QSBoost HAL application;CLOSED;;;3891de07-764e-4a91-b78d-f0bbd3ccd7da;;
library;qsboost-instrument-configuration;git;pkg:generic/qsboost-instrument-configuration@git;;;;QSBoost Instrument Configuration application;CLOSED;qsboost-core@git;;5867ae6d-189b-4743-a158-81128f2ce916;;
library;qsboost-logger;git;pkg:generic/qsboost-logger@git;;;;QSBoost Logger;CLOSED;"qsboost-asat@git ; qsboost-authservice@git ; qsboost-bts@git ; qsboost-core@git ; qsboost-das@git ; qsboost-ftu@git ; qsboost-hal@git ; qsboost-instrument-configuration@git ; qsboost-lua-proxy@git ; qsboost-osmu@git ; qsboost-qiaidentity-proxy@git ; qsboost-rfg@git ; qsboost-spcu@git";;2cc4f1a9-7deb-442e-b110-30a85778e1f8;;
library;qsboost-lua-proxy;git;pkg:generic/qsboost-lua-proxy@git;;;;QSBoost Lua Proxy;CLOSED;;;d5c3466a-43ce-44bc-b4ae-f26d00515357;;
library;qsboost-osmu;git;pkg:generic/qsboost-osmu@git;;;;QSBoost OSMU;CLOSED;"qsboost-core@git ; qsboost-ftu@git ; qsboost-hal@git ; qsboost-instrument-configuration@git";;8270820a-23df-41a2-82dc-6a5fbec31e77;;
library;qsboost-qiaidentity-proxy;git;pkg:generic/qsboost-qiaidentity-proxy@git;;;;QSBoost QiaIdentity Proxy;CLOSED;;;de8e9938-1178-4981-a8d6-2e3b30f40e7a;;
library;qsboost-rfg;git;pkg:generic/qsboost-rfg@git;;;;QSBoost RFG;CLOSED;;;dd6b1822-eccd-4b7f-ade0-f864e42674d0;;
library;qsboost-spcu;git;pkg:generic/qsboost-spcu@git;;;;QSBoost SPCU;CLOSED;;;ff868479-8c8a-4818-9d64-45a6b4950e44;;
library;qsboost-ui;git;pkg:generic/qsboost-ui@git;;;;QIAsymphony Boost UI app..;CLOSED;;;444a8676-0ddc-4ea4-bb92-314fac0fc265;;
library;qt;5.15.13;pkg:generic/qt@5.15.13;;;;qtbase version 5.15.13+git-r0.;GFDL-1.3 & BSD-3-Clause & ( GPL-3.0-only & The-Qt-Company-GPL-Exception-1.0 | The-Qt-Company-Commercial ) & ( GPL-2.0-or-later | LGPL-3.0-only | The-Qt-Company-Commercial );;;f3686318-1db0-465c-bbcc-8600a9f6d376;;
library;qtbase;5.15.13;pkg:generic/qtbase@5.15.13;;;;qtbase version 5.15.13+git-r0.;GFDL-1.3 & BSD-3-Clause & ( GPL-3.0-only & The-Qt-Company-GPL-Exception-1.0 | The-Qt-Company-Commercial ) & ( GPL-2.0-or-later | LGPL-3.0-only | The-Qt-Company-Commercial );"qsboost-hal@git ; quazip@0.7.3";;1537be8b-dd43-4fd9-a83c-511d8b024389;;
library;quazip;0.7.3;pkg:generic/quazip@0.7.3;;;;Qt/C++ wrapper for ZIP/UNZIP package.;LGPL-2.1-only;qsboost-hal@git;;45185c82-c10a-46a7-a60a-f9d1cd52b3dc;;
library;re2;2024.03.01;pkg:generic/re2@2024.03.01;Google;https://github.com/google/re2;https://github.com/google/re2;A regular expression library;BSD-3-Clause;grpc@1.60.1;;a47c3513-3445-441c-89a2-2feb4892fcd1;;
library;readline;8.2;pkg:generic/readline@8.2;;;;The GNU Readline library provides a set of functions for use by applications that allow users to edit command lines as they are typed in. Both Emacs and vi editing modes are available. The Readline library includes additional functions to maintain a list of previously-entered command lines, to recall and perhaps reedit those lines, and perform csh-like history expansion on previous commands.;GPL-3.0-or-later;"lua5.1@5.1.5 ; nftables@1.0.9";;4c2d9b13-d563-4a96-bcda-200cf364a76d;;
library;python/referencing;0.33.0;pkg:generic/python/referencing@0.33.0;referencing maintainers;https://github.com/python-jsonschema/referencing;https://github.com/python-jsonschema/referencing;An implementation-agnostic implementation of JSON reference resolution..;MIT;python/jsonschema@4.21.1;;3aa07749-4e07-48c3-b15f-be5997a47d3d;;
library;reflect;v1.4.2;pkg:generic/reflect@v1.4.2;;;;Reflect;CLOSED;"http@v1.1.3 ; qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git";;e5d0ddaa-1a1b-411d-a6d4-a3f762d25fda;;
library;requests;2.32.4;pkg:generic/requests@2.32.4;requests maintainers;https://requests.readthedocs.io;https://github.com/psf/requests;Python HTTP for Humans..;Apache-2.0;;;c8af9612-a226-45f2-aecd-9f899e33bc1b;;
library;python/rfc3339_validator;0.1.4;pkg:generic/python/rfc3339_validator@0.1.4;Nicolas Aimetti;https://github.com/naimetti/rfc3339-validator;https://github.com/naimetti/rfc3339-validator;A pure python RFC3339 validator.;MIT;python/jsonschema@4.21.1;;e4c9b6d9-fd9d-4786-83fc-7754f0810da3;;
library;python/rfc3987;1.3.8;pkg:generic/python/rfc3987@1.3.8;Daniel Gerber;http://pypi.python.org/pypi/rfc3987;https://github.com/dgerber/rfc3987;Parsing and validation of URIs (RFC 3986) and IRIs (RFC 3987).;GPL-3.0-or-later;python/jsonschema@4.21.1;;25c9e39e-48e5-426e-b554-e00765f04bfa;;
library;python/rpds_py;0.18.0;pkg:generic/python/rpds_py@0.18.0;rpds-py maintainers;https://github.com/crate-py/rpds;https://github.com/crate-py/rpds;Python bindings to the Rust rpds crate for persistent data structures..;MIT;python/referencing@0.33.0;;b0c254e7-0793-4360-8bb3-0a35ccaee648;;
library;python/ruamel.yaml;0.18.6;pkg:generic/python/ruamel.yaml@0.18.6;Anthon van der Neut;https://sourceforge.net/p/ruamel-yaml/;https://sourceforge.net/p/ruamel-yaml/code/ci/default/tree/;YAML parser/emitter that supports roundtrip preservation of comments, seq/map flow style, and map key order..;MIT;;;7660bcb6-5e98-4a6d-98bb-c03fcd20bea5;;
library;python/scipy;1.14.1;pkg:generic/python/scipy@1.14.1;scipy maintainers;https://scipy.org/;https://github.com/scipy/scipy;SciPy: Scientific Library for Python.;BSD-3-Clause & BSD-2-Clause & MIT & BSL-1.0 & Qhull & BSD-3-Clause-LBNL;;;5f69f37e-5519-4838-b5fe-0439ec14b5b4;;
library;seatd;0.8.0;pkg:generic/seatd@0.8.0;;;;Seat management takes care of mediating access to shared devices (graphics, input), without requiring the applications needing access to be root.;MIT;weston@12.0.4.imx;;45f6cf82-3861-42e9-a4ea-fa8180edceec;;
library;set-hostname;1.1;pkg:generic/set-hostname@1.1;;;;set-hostname version 1.1-r0.;MIT;;;f58390ee-6892-4798-ba68-0063ec3aaa11;;
library;python/setuptools;69.1.1;pkg:generic/python/setuptools@69.1.1;setuptools maintainers;https://setuptools.pypa.io/;https://github.com/pypa/setuptools;Download, build, install, upgrade, and uninstall Python packages.;MIT;;;d93a2774-6703-43a6-a939-887aab56412d;;
library;shadow;4.14.2;pkg:generic/shadow@4.14.2;;;;Tools to change and administer password and group data;BSD-3-Clause;"cyrus-sasl@2.1.28 ; freedesktop/dbus@1.14.10 ; d-bus_project/d-bus@1.14.10 ; dhcpcd@10.0.6 ; freedesktop/libdbus@1.14.10 ; mongodb@4.4.29 ; nginx@1.24.0 ; qsboost-asat@git ; qsboost-authservice@git ; qsboost-bts@git ; qsboost-core@git ; qsboost-das@git ; qsboost-db@git ; qsboost-ftu@git ; qsboost-instrument-configuration@git ; qsboost-logger@git ; qsboost-lua-proxy@git ; qsboost-qiaidentity-proxy@git ; qsboost-rfg@git ; qsboost-spcu@git ; qsboost-ui@git ; seatd@0.8.0 ; systemd@255.21 ; tdx-enc-handler@1.0 ; weston@12.0.4.imx ; weston-init@1.0";;f58a0d64-dcc6-4251-98ca-d2acec2396f5;;
library;shadow-securetty;4.6;pkg:generic/shadow-securetty@4.6;;;;Provider of the machine specific securetty file.;MIT;shadow@4.14.2;;83d35d74-e173-42ce-9216-99edf3978208;;
library;shared-mime-info;2.4;pkg:generic/shared-mime-info@2.4;;;;The shared-mime-info package contains the core database of common types.;GPL-2.0-only;gdk-pixbuf@2.42.12;;024883d3-91a1-4857-8a30-3a8d12adeba7;;
library;python/simplejson;3.19.2;pkg:generic/python/simplejson@3.19.2;Bob Ippolito;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;Simple, fast, extensible JSON encoder/decoder for Python.;MIT;python/itsdangerous@2.1.2;;cbfc03ae-1ce1-4ae4-a040-4abefc7abf63;;
library;python/six;1.16.0;pkg:generic/python/six@1.16.0;Benjamin Peterson;https://github.com/benjaminp/six;https://github.com/benjaminp/six;Python 2 and 3 compatibility library.;MIT;"python/cycler@0.12.1 ; python/grpcio@1.62.0 ; python/pathlib2@2.3.7 ; python/python-dateutil@2.9.0 ; python/pyudev@0.24.1 ; python/rfc3339_validator@0.1.4";;228e5ea8-88f1-4e5f-8bc1-9b78098c89d2;;
library;sqlite;3.45.3;pkg:generic/sqlite@3.45.3;SQLite Consortium;https://www.sqlite.org/;https://sqlite.org/src;A library that implements a small, fast, self-contained, high-reliability, full-featured, SQL database engine. SQLite is the most used database engine in the world. SQLite is built into all mobile phones and most computers and comes bundled inside countless other applications that people use every day;PD;"cpython@3.12.12 ; elfutils@0.191 ; fluentbit@3.2.10 ; network_security_services@3.98 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12";;03b69022-93c4-4ad9-b0ed-3217a5168286;;
library;systemd;255.21;pkg:generic/systemd@255.21;systemd Project;https://systemd.io/;https://github.com/systemd/systemd;systemd is a system and service manager for Linux, compatible with SysV and LSB init scripts. systemd provides aggressive parallelization capabilities, uses socket and D-Bus activation for starting services, offers on-demand starting of daemons, keeps track of processes using Linux cgroups, supports snapshotting and restoring of the system state, maintains mount and automount points and implements an elaborate transactional dependency-based service control logic. It can work as a drop-in replacement for sysvinit.;GPL-2.0-only & LGPL-2.1-or-later;"freedesktop/dbus@1.14.10 ; d-bus_project/d-bus@1.14.10 ; fluentbit@3.2.10 ; freedesktop/libdbus@1.14.10 ; psplash@0.1 ; qsboost-instrument-configuration@git ; seatd@0.8.0 ; systemd-compat-units@1.0 ; upower@0.99.17 ; usbguard@1.1.2 ; weston@12.0.4.imx";;12e0509c-91cb-432d-9259-f62e405d67b4;;
library;systemd-compat-units;1.0;pkg:generic/systemd-compat-units@1.0;;;;Enhances systemd compatilibity with existing SysVinit scripts.;MIT;systemd@255.21;;df08d7d7-ec29-4ab2-9f51-9fe4ba7fddc4;;
library;systemd-conf;1.0;pkg:generic/systemd-conf@1.0;;;;Systemd may require slightly different configuration for different machines. For example, qemu machines require a longer DefaultTimeoutStartSec setting.;MIT;;;e7e8c6dd-3d3f-4065-ba8a-8fbd949fc490;;
library;tdx-enc-handler;1.0;pkg:generic/tdx-enc-handler@1.0;;;;Script to handle encryption on Toradex modules.;MIT;"qsboost-ftu@git ; qsboost-spcu@git";;e0a44f83-8bc5-4b1c-837e-315b4255db59;;
library;tzdata;2025b;pkg:generic/tzdata@2025b;;;;The Time Zone Database contains code and data that represent the history of local time for many representative locations around the globe.;PD & BSD-3-Clause;;;8df81c49-c9d2-493e-aabf-ad258507736e;;
library;udev-rules-imx;1.0;pkg:generic/udev-rules-imx@1.0;;;;udev rules for Freescale i.MX SOCs;MIT;;;d1e2d1df-134e-496f-b759-81a35b6dcecf;;
library;update-rc.d;0.8;pkg:generic/update-rc.d@0.8;;;;update-rc.d is a utility that allows the management of symlinks to the initscripts in the /etc/rcN.d directory structure.;GPL-2.0-or-later;systemd@255.21;;7b718678-24f2-4db1-8340-24af90e88dab;;
library;upower;0.99.17;pkg:generic/upower@0.99.17;;;;UPower is an abstraction for enumerating power devices, listening to device events and querying history and statistics.;GPL-2.0-or-later;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100";;dcf86888-760e-4938-a0b2-c6a6f42b602b;;
library;urllib3;2.2.2;pkg:generic/urllib3@2.2.2;urllib3 maintainers;https://urllib3.readthedocs.io;https://github.com/urllib3/urllib3;Python HTTP library with thread-safe connection pooling, file post support, sanity friendly, and more.;MIT;requests@2.32.4;;8d7715b5-ca0f-4d75-92ee-9c0ccab368e2;;
library;usbguard;1.1.2;pkg:generic/usbguard@1.1.2;;;;The USBGuard software framework helps to protect your computer against rogue USB devices (a.k.a. Bad USB) by implementing basic whitelisting and blacklisting capabilities based on device attributes. This recipe takes OpenSSL as crypto-backend for computing device hashes (Supported values are sodium, gcrypt, openssl).;CLOSED;;;b0442260-7e02-4c53-b6a7-5d94571ba17c;;
library;usbutils;017;pkg:generic/usbutils@017;;;;Contains the lsusb utility for inspecting the devices connected to the USB bus.;GPL-2.0-or-later & (GPL-2.0-only | GPL-3.0-only);;;f44dfa32-72de-4c68-8690-a35c6fccdf34;;
library;util-linux;2.39.3;pkg:generic/util-linux@2.39.3;;;;Util-linux includes a suite of basic system administration utilities commonly found on most Linux systems. Some of the more important utilities include disk partitioning, kernel message management, filesystem creation, and system login.;GPL-1.0-or-later & GPL-2.0-or-later & LGPL-2.1-or-later & BSD-2-Clause & BSD-3-Clause & BSD-4-Clause & MIT;"cryptsetup@2.7.5 ; e2fsprogs@1.47.0 ; fontconfig@2.15.0 ; glib@2.78.6 ; lvm2@2.03.22 ; systemd@255.21 ; tdx-enc-handler@1.0";;f872cdac-18f1-46d4-92b0-de8df924704c;;
library;util-linux-libuuid;2.39.3;pkg:generic/util-linux-libuuid@2.39.3;;;;Util-linux includes a suite of basic system administration utilities commonly found on most Linux systems. Some of the more important utilities include disk partitioning, kernel message management, filesystem creation, and system login.;BSD-3-Clause;"cpython@3.12.12 ; cryptsetup@2.7.5 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; util-linux@2.39.3";;8a76df44-46d4-4d10-95fe-15f56f58faa9;;
library;volatile-binds;1.0;pkg:generic/volatile-binds@1.0;;;;Volatile bind mount setup and configuration for read-only-rootfs;MIT;systemd@255.21;;5cabaf89-0227-490a-b644-38a0bfc8a70f;;
library;python/waitress;3.0.0;pkg:generic/python/waitress@3.0.0;Zope Foundation and Contributors;https://github.com/Pylons/waitress;https://github.com/Pylons/waitress;Waitress is meant to be a production-quality pure-Python WSGI server with very acceptable performance.;ZPL-2.1;;;2f5cad8b-57d8-42de-988d-505798763765;;
library;wayland;1.22.0;pkg:generic/wayland@1.22.0;Wayland Project;https://wayland.freedesktop.org/;https://gitlab.freedesktop.org/wayland/wayland;Wayland is a protocol for a compositor to talk to its clients as well as a C library implementation of that protocol. The compositor can be a standalone display server running on Linux kernel modesetting and evdev input devices, an X application, or a wayland client itself. The clients can be traditional applications, X servers (rootless or fullscreen) or other display servers.;MIT;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; gnome/gtk@3.24.41 ; imx-gpu-viv@6.4.11.p2.12-aarch64 ; xkbcommon/libxkbcommon@1.6.0 ; wayland-utils@1.2.0 ; weston@12.0.4.imx";;6b859f10-b148-4a9d-87b4-ba66b172d984;;
library;wayland-utils;1.2.0;pkg:generic/wayland-utils@1.2.0;Wayland Project;https://wayland.freedesktop.org/;https://gitlab.freedesktop.org/wayland/wayland;Wayland-utils contains (for now) wayland-info, a utility for displaying information about the Wayland protocols supported by a Wayland compositor. wayland-info is basically a standalone version of weston-info as found in weston repository.;MIT;;;8d7dfd49-c813-4b24-a83f-7c1cb36d3827;;
library;python/webcolors;1.13;pkg:generic/python/webcolors@1.13;James Bennett;https://webcolors.readthedocs.io;https://github.com/ubernostrum/webcolors;Simple Python module for working with HTML/CSS color definitions..;BSD-3-Clause;python/jsonschema@4.21.1;;89ff378b-a13a-4afd-a194-945f52984b02;;
library;python/werkzeug;3.0.6;pkg:generic/python/werkzeug@3.0.6;Werkzeug maintainers;https://werkzeug.palletsprojects.com/;https://github.com/pallets/werkzeug/;Werkzeug started as simple collection of various utilities for WSGI applications and has become one of the most advanced WSGI utility modules. It includes a powerful debugger, full featured request and response objects, HTTP utilities to handle entity tags, cache control headers, HTTP dates, cookie handling, file uploads, a powerful URL routing system and a bunch of community contributed addon modules.;BSD-3-Clause;python/flask@3.0.2;;ff0cad72-ba94-4a02-aa8e-10ed1104773a;;
library;weston;12.0.4.imx;pkg:generic/weston@12.0.4.imx;;;;Weston is the reference implementation of a Wayland compositor;MIT;weston-init@1.0;;604707ba-28ca-4f50-887a-2a4385d3b647;;
library;weston-init;1.0;pkg:generic/weston-init@1.0;;;;Startup script and systemd unit file for the Weston Wayland compositor.;MIT;;;7f3facd4-cecc-48f0-beb0-e4262d051630;;
library;xerces-c;3.2.5;pkg:generic/xerces-c@3.2.5;;;;Xerces-C++ makes it easy to give your application the ability to read and write XML data. A shared library is provided for parsing, generating, manipulating, and validating XML documents using the DOM, SAX, and SAX2 APIs.;Apache-2.0;"qsboost-core@git ; qsboost-instrument-configuration@git";;15db8513-33cb-482c-b2df-6a1e72679b01;;
library;xkeyboard-config;2.41;pkg:generic/xkeyboard-config@2.41;X.Org Foundation;https://www.freedesktop.org/wiki/Software/XKeyboardConfig/;https://gitlab.freedesktop.org/xkeyboard-config/xkeyboard-config;The non-arch keyboard configuration database for X Window. The goal is to provide the consistent, well-structured, frequently released open source of X keyboard configuration data for X Window System implementations. The project is targeted to XKB-based systems.;MIT & MIT;weston@12.0.4.imx;;91fefd78-ecb9-4dad-8950-b1ec56f8c4a8;;
library;xz;5.4.7;pkg:generic/xz@5.4.7;;;;XZ Utils is free general-purpose data compression software with a high compression ratio. XZ Utils were written for POSIX-like systems, but also work on some not-so-POSIX systems. XZ Utils are the successor to LZMA Utils.;GPL-2.0-or-later & GPL-3.0-with-autoconf-exception & LGPL-2.1-or-later & PD;"cpython@3.12.12 ; kmod@31 ; libtiff@4.6.0 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12";;26e926df-9a91-48bc-9c8d-04561e3a8ea9;;
library;python/zipp;3.17.0;pkg:generic/python/zipp@3.17.0;zipp maintainers;https://zipp.readthedocs.io/;https://github.com/jaraco/zipp;Backport of pathlib-compatible object wrapper for zip files.;MIT;"python/importlib_metadata@7.0.1 ; python/jsonschema@4.21.1";;7663e602-a956-44dc-985d-49ddd0e353fa;;
library;zlib;1.3.1;pkg:generic/zlib@1.3.1;zlib Project;https://www.zlib.net/;https://github.com/madler/zlib;Zlib is a general-purpose, patent-free, lossless data compression library which is used by many different programs.;Zlib;"binutils@2.42 ; boost/boost@1.84.0 ; cairo@1.18.0 ; cpython@3.12.12 ; curl/curl@8.7.1 ; daniel_stenberg/curl@8.7.1 ; haxx/curl@8.7.1 ; elfutils@0.191 ; fluentbit@3.2.10 ; fontconfig@2.15.0 ; freetype@2.13.2 ; glib@2.78.6 ; grpc@1.60.1 ; kmod@31 ; curl/libcurl@8.7.1 ; haxx/libcurl@8.7.1 ; libcurl/libcurl@8.7.1 ; libpng@1.6.42 ; libssh@0.10.6 ; libtiff@4.6.0 ; libxml2@2.12.10 ; mongodb@4.4.29 ; network_security_services@3.98 ; nginx@1.24.0 ; nodejs@20.18.2 ; node.js@20.18.2 ; openjpeg@2.5.4 ; pcre@8.45 ; pcre2@10.43 ; perl@5.38.4 ; pillow@10.3.0 ; pixman@0.42.2 ; poco@1.12.5p2 ; protobuf@4.25.8 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; qiaidentity@3.0.0.3 ; qt@5.15.13 ; qtbase@5.15.13 ; util-linux@2.39.3";;f95a4bac-abe8-42e0-b4bf-2d77e1cc6bd6;;
library;zstandard;1.5.5;pkg:generic/zstandard@1.5.5;Meta Platforms, Inc.;https://facebook.github.io/zstd/;https://github.com/facebook/zstd;Zstandard is a fast lossless compression algorithm, targeting real-time compression scenarios at zlib-level and better compression ratios. It's backed by a very fast entropy stage, provided by Huff0 and FSE library.;BSD-3-Clause | GPL-2.0-only;"qt@5.15.13 ; qtbase@5.15.13 ; systemd@255.21";;5c8e63f4-97b5-4094-81e8-9a0422b6218b;;
